from,to,connPhi,connPsi1,connPsi2,connWeight,connWxGC
I2R,I6,32.4341368589903,1,1,0.426152580824502,0.426152580824502
I2R,M1,948.312881545146,1,1,0.0352864213057774,0.0352864213057774
I2R,M2L,135.730356053838,1,1,3.27316744703237,3.27316744703237
I3,I1L,484.276934085419,1,1,0.852065839694168,0.852065839694168
I3,I1R,235.012661957371,1,1,1.40043143703827,1.40043143703827
I3,M2R,93.4581771148805,1,1,1.11359173873443,1.11359173873443
I3,M3L,82.0630496711383,1,1,4.07211342827725,4.07211342827725
I3,M3R,95.302055042177,1,1,3.81032780705865,3.81032780705865
I3,M4,112.719855865045,1,1,5.69208424127724,5.69208424127724
I3,M5,23.2060380136381,1,1,0.541443221838356,0.541443221838356
I3,MCL,212.677013269316,1,1,0.281244445622558,0.281244445622558
I3,MCR,-390.380691674687,-1,-1,-0.619594495926766,-0.619594495926766
I3,MI,-438.817999853376,-1,-1,-1.14601082357372,-1.14601082357372
I3,NSML,31.0648211192329,1,1,2.50905833435747,2.50905833435747
I3,NSMR,46.7650308301763,1,1,3.76221888908766,3.76221888908766
I3,I2L,51.5039647669873,1,1,1.31990200721955,1.31990200721955
I3,I2R,64.9197913364769,1,1,3.05543412682359,3.05543412682359
I3,I3,-6378.22100346971,-1,-1,-26.3479399526868,-26.3479399526868
I3,I4,32.7298261127444,1,1,4.2489592271392,4.2489592271392
I3,I5,264.526730452435,1,1,2.67517882055636,2.67517882055636
I3,I6,1965.32378775145,1,1,1.70177793660517,1.70177793660517
I3,M1,526.13483773468,1,1,6.20460540254676,6.20460540254676
I3,M2L,364.05240133046,1,1,1.45199004845336,1.45199004845336
I4,I1L,-62.5800452778476,-1,-1,-2.49613443011932,-2.49613443011932
I4,I1R,-79.052579216117,-1,-1,-1.26933852920468,-1.26933852920468
I4,M2R,1267.56947827484,1,1,2.1204648293889,2.1204648293889
I4,M3L,132.621092292547,1,1,3.03202639731418,3.03202639731418
I4,M3R,327.742595829102,1,1,6.70992694555862,6.70992694555862
I4,M4,259.336272392195,1,1,6.23520558437961,6.23520558437961
I4,M5,9.44033424362453,0,0,2.26695400938184,0
I4,MCL,-58.9938833414853,-1,-1,-3.14565645774661,-3.14565645774661
I4,MCR,102.951843837316,1,1,0.967597201625136,0.967597201625136
I4,MI,249.29397911361,1,1,1.64042085128319,1.64042085128319
I4,NSML,164.84665692114,1,1,5.48748195762748,5.48748195762748
I4,NSMR,148.200147412323,1,1,2.3143283436002,2.3143283436002
I4,I2L,166.164496043482,1,1,0.798401163759229,0.798401163759229
I4,I2R,571.346559440492,1,1,4.73500153698675,4.73500153698675
I4,I3,-52.1875842139507,-1,-1,-1.06415021391425,-1.06415021391425
I4,I4,-9510.15796463508,-1,-1,-60.6054639167965,-60.6054639167965
I4,I5,174.728502687582,1,1,4.34000308774233,4.34000308774233
I4,I6,33.9603943043458,1,1,0.0300715495878349,0.0300715495878349
I4,M1,68.2308835280692,1,1,5.42834373697218,5.42834373697218
I4,M2L,715.73203225929,1,1,3.57383827994669,3.57383827994669
I5,I1L,642.650190485174,1,1,3.36918342482389,3.36918342482389
I5,I1R,-41.105061857721,-1,-1,-2.22727836391787,-2.22727836391787
I5,M2R,785.340886593382,1,1,3.83736286137856,3.83736286137856
I5,M3L,160.526448132478,1,1,4.35540637936527,4.35540637936527
I5,M3R,-84.568903688034,-1,-1,-0.17217430966062,-0.17217430966062
I5,M4,247.695461954528,1,1,5.47214453000174,5.47214453000174
I5,M5,5010.72106942069,1,1,24.6436770196257,24.6436770196257
I5,MCL,-158.736735753864,-1,-1,-0.435274487051136,-0.435274487051136
I5,MCR,260.812753115002,1,1,0.131468169307962,0.131468169307962
I5,MI,-696.829147608863,-1,-1,-4.86797380016793,-4.86797380016793
I5,NSML,93.3819900795079,1,1,2.17302446624834,2.17302446624834
I5,NSMR,88.5498792518592,1,1,3.42137260537682,3.42137260537682
I5,I2L,376.376502307116,1,1,5.28183549307905,5.28183549307905
I5,I2R,-161.411310859588,-1,-1,-0.236007900029296,-0.236007900029296
I5,I3,67.0527629855151,1,1,1.39932738709937,1.39932738709937
I5,I4,-241.595270475067,-1,-1,-0.176172940418791,-0.176172940418791
I5,I5,-5662.26809562103,-1,-1,-38.793039249839,-38.793039249839
I5,I6,57.444454599512,1,1,3.30541441098164,3.30541441098164
I5,M1,-363.163380401431,-1,-1,-3.43989109666294,-3.43989109666294
I5,M2L,1319.19421171382,1,1,10.50487953812,10.50487953812
I6,I1L,36.7376333259999,1,1,0.502216421032771,0.502216421032771
I6,I1R,964.835197396009,1,1,1.45626331419845,1.45626331419845
I6,M2R,-90.2378627560065,-1,-1,-0.739151521080891,-0.739151521080891
I6,M3L,-165.977265606185,-1,-1,-3.30935728867975,-3.30935728867975
I6,M3R,-81.6479956506264,-1,-1,-2.37948331198184,-2.37948331198184
I6,M4,891.518849812431,1,1,5.89256213405726,5.89256213405726
I6,M5,-134.778575597466,-1,-1,-1.7019044856771,-1.7019044856771
I6,MCL,-66.0476277922826,-1,-1,-0.983143881405488,-0.983143881405488
I6,MCR,35.2711887559199,1,1,1.83013585319979,1.83013585319979
I6,MI,66.7518778114663,1,1,1.09213951846028,1.09213951846028
I6,NSML,-173.753168965764,-1,-1,-3.14050553002815,-3.14050553002815
I6,NSMR,-125.396884410422,-1,-1,-3.12880657737661,-3.12880657737661
I6,I2L,-220.246144953013,-1,-1,-1.74648306534797,-1.74648306534797
I6,I2R,-352.420411719071,-1,-1,-3.01467325867773,-3.01467325867773
I6,I3,-718.714231829064,-1,-1,-2.1525433788083,-2.1525433788083
I6,I4,-27.024531334343,-1,-1,-4.8669147672925,-4.8669147672925
I6,I5,-87.3226093252779,-1,-1,-2.41950421711076,-2.41950421711076
I6,I6,-8482.09706267874,-1,-1,-27.9029826786179,-27.9029826786179
I6,M1,-56.3250956038228,-1,-1,-1.65946719296997,-1.65946719296997
I6,M2L,-113.107328625822,-1,-1,-5.01238412365678,-5.01238412365678
M1,I1L,156.210453517469,1,1,4.49032467938805,4.49032467938805
M1,I1R,45.3556358866772,1,1,1.07926732884947,1.07926732884947
M1,M2R,200.676602663896,1,1,7.78526649103331,7.78526649103331
M1,M3L,-29.6711103905636,-1,-1,-2.2414192043396,-2.2414192043396
M1,M3R,-43.9623501500846,-1,-1,-0.556430727899037,-0.556430727899037
M1,M4,24.4403958160456,1,1,3.21695659496202,3.21695659496202
M1,M5,-14.231320842962,-1,-1,-6.72859864833062,-6.72859864833062
M1,MCL,114.107242004447,1,1,2.56650533299964,2.56650533299964
M1,MCR,46.0749631876897,1,1,1.18721243717038,1.18721243717038
M1,MI,1959.76960196608,1,1,9.01771665016096,9.01771665016096
M1,NSML,69.5296534263289,1,1,2.39999192145885,2.39999192145885
M1,NSMR,-35.0912818014913,-1,-1,-2.92016329082854,-2.92016329082854
